"Story","Title","Result","Date","Stability","Duration (s)"
"User curd test","This will create new user","SUCCESS","2023-01-02T23:24:13.016Z[Europe/London]","0.0","0.49"
"User curd test","This test will Update the user information","SUCCESS","2023-01-02T23:24:13.503Z[Europe/London]","0.0","0.96"
"User curd test","Delete the pet and verify if the user is deleted!","SUCCESS","2023-01-02T23:24:14.460Z[Europe/London]","0.0","0.93"
